arrest_year,sex,age_cohort,category,neighbourhood
2014,Male,18 to 24,Crimes Against the Person,Danforth
2019,Female,25 to 34,Other Criminal Code Violations,Keelesdale-Eglinton West
2021,Male,18 to 24,Other Criminal Code Violations,Etobicoke City Centre
2020,Male,25 to 34,Crimes Against the Person,West Humber-Clairville
2019,Male,35 to 44,Crimes Against the Person,Highland Creek
2019,Male,35 to 44,Other Criminal Code Violations,Junction-Wallace Emerson
2019,Male,35 to 44,Crimes Against Property,Dorset Park
2018,Male,25 to 34,Criminal Code Traffic,Cabbagetown-South St.James Town
2019,Male,35 to 44,Crimes Against the Person,Junction-Wallace Emerson
2020,Female,35 to 44,Crimes Against Property,Malvern West
2020,Male,55 to 64,Controlled Drugs and Substances Act,Danforth East York
2022,Male,35 to 44,Crimes Against Property,NSA
2017,Male,25 to 34,Crimes Against the Person,West Rouge
2019,Male,25 to 34,Crimes Against the Person,Wexford/Maryvale
2017,Male,55 to 64,Criminal Code Traffic,Steeles
2016,Female,35 to 44,Crimes Against Property,Yonge-Bay Corridor
2017,Female,18 to 24,Crimes Against Property,Yorkdale-Glen Park
2022,Male,65+,Crimes Against the Person,Thorncliffe Park
2014,Male,18 to 24,Crimes Against the Person,Princess-Rosethorn
2017,Male,25 to 34,Crimes Against Property,Malvern East
2015,Male,25 to 34,Crimes Against the Person,Wexford/Maryvale
2015,Female,18 to 24,Other Criminal Code Violations,West Humber-Clairville
2015,Female,<18,Other Criminal Code Violations,Mount Dennis
2022,Male,35 to 44,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2017,Female,45 to 54,Crimes Against the Person,Brookhaven-Amesbury
2017,Male,18 to 24,Controlled Drugs and Substances Act,Rexdale-Kipling
2015,Male,45 to 54,Controlled Drugs and Substances Act,Oakdale-Beverley Heights
2014,Male,25 to 34,Crimes Against Property,Wexford/Maryvale
2018,Male,25 to 34,Crimes Against Property,Woodbine-Lumsden
2017,Male,<18,Crimes Against Property,West Hill
2014,Male,25 to 34,Other Criminal Code Violations,Fort York-Liberty Village
2016,Male,35 to 44,Crimes Against Property,Hillcrest Village
2021,Female,25 to 34,Crimes Against the Person,Weston-Pelham Park
2021,Male,25 to 34,Other Criminal Code Violations,Kingsview Village-The Westway
2021,Male,25 to 34,Crimes Against Property,Playter Estates-Danforth
2020,Female,65+,Crimes Against Property,Old East York
2017,Male,45 to 54,Other Criminal Code Violations,Annex
2020,Male,18 to 24,Crimes Against the Person,Thorncliffe Park
2017,Female,18 to 24,Other Criminal Code Violations,West Rouge
2018,Male,25 to 34,Controlled Drugs and Substances Act,Flemingdon Park
2019,Male,65+,Crimes Against Property,Humber Summit
2017,Male,25 to 34,Other Criminal Code Violations,Junction Area
2020,Female,25 to 34,Crimes Against the Person,Wexford/Maryvale
2020,Male,18 to 24,Crimes Against Property,Downtown Yonge East
2015,Male,55 to 64,Other Criminal Code Violations,Annex
2021,Female,25 to 34,Crimes Against the Person,Weston
2021,Male,45 to 54,Crimes Against the Person,Pelmo Park-Humberlea
2016,Female,55 to 64,Crimes Against Property,Ionview
2022,Male,45 to 54,Other Criminal Code Violations,Broadview North
2019,Male,35 to 44,Crimes Against the Person,York University Heights
2017,Male,45 to 54,Crimes Against Property,Clairlea-Birchmount
2018,Male,35 to 44,Crimes Against the Person,Long Branch
2018,Male,18 to 24,Crimes Against the Person,Humber Bay Shores
2016,Male,18 to 24,Crimes Against Property,Ionview
2014,Male,35 to 44,Crimes Against Property,Parkwoods-O'Connor Hills
2016,Male,<18,Criminal Code Traffic,Kensington-Chinatown
2018,Female,25 to 34,Other Criminal Code Violations,Morningside Heights
2014,Male,35 to 44,Controlled Drugs and Substances Act,North Toronto
2018,Male,18 to 24,Crimes Against the Person,North St.James Town
2014,Male,<18,Other Criminal Code Violations,Islington
2022,Male,25 to 34,Criminal Code Traffic,Dufferin Grove
2018,Female,25 to 34,Other Criminal Code Violations,Bendale South
2015,Male,25 to 34,Controlled Drugs and Substances Act,Rosedale-Moore Park
2014,Male,45 to 54,Other Criminal Code Violations,Runnymede-Bloor West Village
2015,Male,55 to 64,Crimes Against the Person,Etobicoke City Centre
2017,Female,25 to 34,Criminal Code Traffic,Morningside Heights
2019,Male,55 to 64,Other Criminal Code Violations,Long Branch
2017,Male,18 to 24,Crimes Against Property,Bayview Woods-Steeles
2021,Male,45 to 54,Crimes Against Property,Weston-Pelham Park
2022,Female,25 to 34,Crimes Against the Person,Lawrence Park North
2018,Male,45 to 54,Crimes Against the Person,Wychwood
2021,Male,18 to 24,Crimes Against Property,North Riverdale
2014,Female,18 to 24,Other Criminal Code Violations,Fenside-Parkwoods
2020,Male,45 to 54,Crimes Against the Person,Bay-Cloverhill
2022,Male,18 to 24,Crimes Against Property,Taylor-Massey
2017,Female,25 to 34,Crimes Against Property,Annex
2017,Male,45 to 54,Criminal Code Traffic,Playter Estates-Danforth
2019,Male,18 to 24,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2018,Female,25 to 34,Other Criminal Code Violations,Rosedale-Moore Park
2019,Male,65+,Crimes Against the Person,Greenwood-Coxwell
2017,Male,45 to 54,Criminal Code Traffic,New Toronto
2014,Female,45 to 54,Criminal Code Traffic,Old East York
2016,Female,45 to 54,Crimes Against the Person,North St.James Town
2017,Male,18 to 24,Controlled Drugs and Substances Act,North Toronto
2018,Male,18 to 24,Crimes Against Property,Caledonia-Fairbank
2017,Male,35 to 44,Crimes Against the Person,Moss Park
2019,Female,<18,Controlled Drugs and Substances Act,Moss Park
2021,Female,18 to 24,Crimes Against Property,Palmerston-Little Italy
2019,Female,55 to 64,Crimes Against Property,Humewood-Cedarvale
2015,Male,<18,Other Criminal Code Violations,High Park-Swansea
2016,Male,18 to 24,Criminal Code Traffic,South Parkdale
2021,Male,18 to 24,Controlled Drugs and Substances Act,West Humber-Clairville
2019,Female,25 to 34,Controlled Drugs and Substances Act,Glenfield-Jane Heights
2017,Male,55 to 64,Criminal Code Traffic,Birchcliffe-Cliffside
2017,Male,18 to 24,Other Criminal Code Violations,NSA
2018,Female,55 to 64,Crimes Against the Person,Englemount-Lawrence
2020,Male,45 to 54,Crimes Against Property,Kingsview Village-The Westway
2019,Male,18 to 24,Crimes Against Property,Woburn North
2019,Male,35 to 44,Crimes Against Property,Mimico-Queensway
2020,Female,25 to 34,Controlled Drugs and Substances Act,Etobicoke City Centre
2016,Male,35 to 44,Criminal Code Traffic,Church-Wellesley
2016,Male,25 to 34,Criminal Code Traffic,Eglinton East
2015,Male,55 to 64,Other Criminal Code Violations,Rockcliffe-Smythe
2018,Male,35 to 44,Crimes Against Property,Corso Italia-Davenport
2019,Male,25 to 34,Crimes Against Property,Ionview
2019,Male,25 to 34,Crimes Against Property,South Eglinton-Davisville
2017,Male,35 to 44,Controlled Drugs and Substances Act,Oakridge
2022,Male,55 to 64,Crimes Against the Person,Taylor-Massey
2018,Male,18 to 24,Other Criminal Code Violations,South Eglinton-Davisville
2020,Male,55 to 64,Crimes Against the Person,Downsview
2017,Male,18 to 24,Crimes Against Property,Keelesdale-Eglinton West
2022,Male,35 to 44,Other Criminal Code Violations,Bay-Cloverhill
2019,Female,25 to 34,Crimes Against Property,Black Creek
2016,Female,55 to 64,Crimes Against the Person,Weston
2014,Male,45 to 54,Controlled Drugs and Substances Act,Fenside-Parkwoods
2014,Male,25 to 34,Crimes Against Property,Yonge-Bay Corridor
2022,Female,55 to 64,Other Criminal Code Violations,South Parkdale
2021,Male,65+,Crimes Against the Person,Milliken
2018,Female,18 to 24,Crimes Against Property,South Eglinton-Davisville
2020,Male,45 to 54,Other Criminal Code Violations,West Hill
2017,Male,55 to 64,Crimes Against the Person,Junction Area
2019,Male,35 to 44,Crimes Against the Person,Kingsview Village-The Westway
2018,Male,<18,Crimes Against Property,Lansing-Westgate
2018,Male,25 to 34,Crimes Against Property,Taylor-Massey
2020,Male,45 to 54,Crimes Against the Person,Westminster-Branson
2019,Male,18 to 24,Crimes Against Property,Rosedale-Moore Park
2018,Male,25 to 34,Crimes Against Property,Willowridge-Martingrove-Richview
2021,Male,25 to 34,Criminal Code Traffic,South Riverdale
2018,Male,45 to 54,Crimes Against Property,Oakridge
2019,Male,<18,Other Criminal Code Violations,O'Connor-Parkview
2015,Male,25 to 34,Criminal Code Traffic,Humbermede
2017,Male,25 to 34,Criminal Code Traffic,North St.James Town
2022,Male,25 to 34,Other Criminal Code Violations,NSA
2015,Male,45 to 54,Other Criminal Code Violations,Clairlea-Birchmount
2018,Male,35 to 44,Controlled Drugs and Substances Act,Wellington Place
2015,Male,18 to 24,Crimes Against the Person,Cliffcrest
2022,Male,18 to 24,Other Criminal Code Violations,South Eglinton-Davisville
2020,Male,45 to 54,Crimes Against Property,West Queen West
2019,Female,18 to 24,Other Criminal Code Violations,Eringate-Centennial-West Deane
2017,Male,18 to 24,Controlled Drugs and Substances Act,Bay-Cloverhill
2015,Female,25 to 34,Criminal Code Traffic,Thistletown-Beaumond Heights
2020,Male,25 to 34,Crimes Against the Person,Moss Park
2014,Male,55 to 64,Crimes Against Property,Princess-Rosethorn
2015,Male,25 to 34,Crimes Against Property,Cliffcrest
2016,Male,<18,Crimes Against Property,Yorkdale-Glen Park
2015,Female,45 to 54,Crimes Against the Person,Bedford Park-Nortown
2015,Male,35 to 44,Criminal Code Traffic,High Park-Swansea
2015,Female,18 to 24,Other Criminal Code Violations,Wexford/Maryvale
2022,Male,65+,Crimes Against the Person,Westminster-Branson
2020,Male,35 to 44,Other Criminal Code Violations,Centennial Scarborough
2020,Female,45 to 54,Crimes Against the Person,East Willowdale
2020,Male,35 to 44,Controlled Drugs and Substances Act,Glenfield-Jane Heights
2021,Female,<18,Crimes Against the Person,Etobicoke City Centre
2017,Male,18 to 24,Other Criminal Code Violations,Malvern East
2019,Male,<18,Other Criminal Code Violations,Church-Wellesley
2016,Male,25 to 34,Other Criminal Code Violations,Downsview
2016,Male,55 to 64,Crimes Against Property,East End-Danforth
2015,Male,45 to 54,Crimes Against the Person,Kensington-Chinatown
2020,Male,18 to 24,Crimes Against Property,Ionview
2019,Female,18 to 24,Crimes Against Property,Newtonbrook West
2014,Male,35 to 44,Crimes Against the Person,Downtown Yonge East
2019,Male,55 to 64,Crimes Against the Person,Bayview Woods-Steeles
2019,Male,18 to 24,Other Criminal Code Violations,Guildwood
2015,Male,55 to 64,Other Criminal Code Violations,Regent Park
2021,Female,18 to 24,Other Criminal Code Violations,Mount Dennis
2022,Male,35 to 44,Crimes Against Property,Annex
2016,Female,55 to 64,Crimes Against Property,Scarborough Village
2020,Male,45 to 54,Crimes Against Property,Fort York-Liberty Village
2018,Male,55 to 64,Crimes Against the Person,Rockcliffe-Smythe
2022,Female,25 to 34,Other Criminal Code Violations,Malvern East
2015,Male,<18,Crimes Against Property,The Beaches
2022,Male,25 to 34,Controlled Drugs and Substances Act,Dorset Park
2021,Male,18 to 24,Other Criminal Code Violations,Islington
2014,Male,35 to 44,Crimes Against the Person,North Riverdale
2016,Male,25 to 34,Other Criminal Code Violations,Broadview North
2014,Female,18 to 24,Crimes Against Property,Lansing-Westgate
2015,Male,18 to 24,Other Criminal Code Violations,Yonge-Eglinton
2016,Female,45 to 54,Crimes Against Property,Flemingdon Park
2022,Male,<18,Crimes Against the Person,Kingsview Village-The Westway
2017,Male,35 to 44,Crimes Against the Person,Broadview North
2021,Female,45 to 54,Crimes Against the Person,Junction-Wallace Emerson
2015,Male,35 to 44,Other Criminal Code Violations,Greenwood-Coxwell
2018,Female,25 to 34,Controlled Drugs and Substances Act,Etobicoke West Mall
2016,Female,25 to 34,Criminal Code Traffic,Pelmo Park-Humberlea
2019,Male,35 to 44,Crimes Against Property,Clairlea-Birchmount
2017,Male,35 to 44,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2017,Male,18 to 24,Crimes Against the Person,High Park North
2017,Male,55 to 64,Crimes Against the Person,Westminster-Branson
2017,Female,18 to 24,Crimes Against Property,Dovercourt Village
2021,Male,25 to 34,Crimes Against the Person,Victoria Village
2015,Male,18 to 24,Crimes Against the Person,Birchcliffe-Cliffside
2017,Male,25 to 34,Crimes Against the Person,Yonge-Doris
2014,Male,18 to 24,Crimes Against Property,Etobicoke City Centre
2014,Male,25 to 34,Controlled Drugs and Substances Act,Roncesvalles
2015,Male,18 to 24,Other Criminal Code Violations,Avondale
2016,Male,18 to 24,Other Criminal Code Violations,Yorkdale-Glen Park
2021,Female,45 to 54,Crimes Against the Person,Malvern East
2016,Male,18 to 24,Crimes Against the Person,Tam O'Shanter-Sullivan
2016,Male,25 to 34,Other Criminal Code Violations,NSA
2014,Female,18 to 24,Crimes Against Property,Eglinton East
2018,Male,25 to 34,Crimes Against the Person,Alderwood
2017,Female,25 to 34,Crimes Against Property,Birchcliffe-Cliffside
2022,Female,18 to 24,Crimes Against the Person,Eglinton East
2020,Male,18 to 24,Other Criminal Code Violations,Bathurst Manor
2020,Male,35 to 44,Crimes Against the Person,Casa Loma
2016,Male,25 to 34,Criminal Code Traffic,Morningside Heights
2014,Male,25 to 34,Crimes Against the Person,Avondale
2015,Male,65+,Crimes Against Property,St Lawrence-East Bayfront-The Islands
2016,Male,25 to 34,Crimes Against the Person,Mount Olive-Silverstone-Jamestown
2019,Male,35 to 44,Controlled Drugs and Substances Act,Old East York
2015,Female,25 to 34,Crimes Against Property,Victoria Village
2022,Female,25 to 34,Crimes Against Property,Kensington-Chinatown
2019,Male,25 to 34,Controlled Drugs and Substances Act,Playter Estates-Danforth
2022,Male,18 to 24,Other Criminal Code Violations,St Lawrence-East Bayfront-The Islands
2020,Male,35 to 44,Crimes Against the Person,Lansing-Westgate
2017,Male,<18,Crimes Against the Person,East Willowdale
2022,Male,25 to 34,Crimes Against the Person,Yorkdale-Glen Park
2019,Male,55 to 64,Crimes Against the Person,Oakwood Village
2020,Male,25 to 34,Controlled Drugs and Substances Act,Mimico-Queensway
2020,Female,25 to 34,Other Criminal Code Violations,Dovercourt Village
2019,Male,35 to 44,Crimes Against the Person,Stonegate-Queensway
2015,Male,65+,Crimes Against the Person,Corso Italia-Davenport
2017,Male,<18,Controlled Drugs and Substances Act,Dorset Park
2018,Male,25 to 34,Crimes Against Property,Pelmo Park-Humberlea
2017,Male,18 to 24,Crimes Against Property,North Riverdale
2015,Female,45 to 54,Crimes Against the Person,Tam O'Shanter-Sullivan
2022,Male,25 to 34,Crimes Against Property,Bendale South
2014,Male,45 to 54,Crimes Against the Person,Corso Italia-Davenport
2014,Female,18 to 24,Crimes Against Property,Willowridge-Martingrove-Richview
2017,Male,18 to 24,Crimes Against Property,Greenwood-Coxwell
2016,Female,18 to 24,Crimes Against Property,Fenside-Parkwoods
2016,Male,<18,Other Criminal Code Violations,Little Portugal
2014,Female,35 to 44,Other Criminal Code Violations,Agincourt South-Malvern West
2018,Male,55 to 64,Crimes Against the Person,Wexford/Maryvale
2016,Male,25 to 34,Other Criminal Code Violations,Downtown Yonge East
2018,Female,35 to 44,Other Criminal Code Violations,Oakwood Village
2019,Female,45 to 54,Crimes Against the Person,Woburn North
2016,Male,55 to 64,Crimes Against the Person,High Park-Swansea
2018,Male,25 to 34,Crimes Against Property,Centennial Scarborough
2018,Male,45 to 54,Crimes Against the Person,Glenfield-Jane Heights
2020,Female,25 to 34,Other Criminal Code Violations,South Parkdale
2018,Female,25 to 34,Other Criminal Code Violations,NSA
2016,Female,25 to 34,Crimes Against Property,Eglinton East
2020,Male,55 to 64,Crimes Against Property,Bendale-Glen Andrew
2015,Male,65+,Crimes Against the Person,Old East York
2017,Male,18 to 24,Other Criminal Code Violations,University
2017,Female,25 to 34,Crimes Against Property,Blake-Jones
2018,Female,45 to 54,Crimes Against the Person,O'Connor-Parkview
2015,Male,35 to 44,Crimes Against Property,NSA
2016,Male,25 to 34,Criminal Code Traffic,West Humber-Clairville
2014,Male,65+,Other Criminal Code Violations,Oakridge
2015,Female,35 to 44,Other Criminal Code Violations,University
2017,Male,45 to 54,Other Criminal Code Violations,NSA
2016,Male,<18,Crimes Against the Person,Guildwood
2020,Male,55 to 64,Crimes Against the Person,Oakwood Village
2016,Female,35 to 44,Crimes Against the Person,Agincourt South-Malvern West
2014,Male,18 to 24,Crimes Against Property,Bathurst Manor
2016,Male,<18,Crimes Against the Person,Malvern East
2019,Male,45 to 54,Crimes Against Property,Greenwood-Coxwell
2016,Female,45 to 54,Criminal Code Traffic,Runnymede-Bloor West Village
2018,Male,18 to 24,Other Criminal Code Violations,Kensington-Chinatown
2015,Female,35 to 44,Crimes Against Property,Agincourt North
2014,Male,25 to 34,Criminal Code Traffic,East Willowdale
2017,Male,65+,Other Criminal Code Violations,Oakdale-Beverley Heights
2017,Male,35 to 44,Other Criminal Code Violations,Roncesvalles
2020,Female,25 to 34,Other Criminal Code Violations,Yonge-Bay Corridor
2018,Male,35 to 44,Crimes Against the Person,Weston
2022,Male,25 to 34,Criminal Code Traffic,Mount Olive-Silverstone-Jamestown
2020,Female,45 to 54,Controlled Drugs and Substances Act,Wychwood
2015,Male,25 to 34,Criminal Code Traffic,South Riverdale
2022,Male,25 to 34,Crimes Against the Person,Bedford Park-Nortown
2017,Male,35 to 44,Other Criminal Code Violations,Yonge-Bay Corridor
2014,Male,35 to 44,Crimes Against the Person,Mimico-Queensway
2016,Male,35 to 44,Crimes Against Property,Downtown Yonge East
2019,Male,18 to 24,Crimes Against Property,Banbury-Don Mills
2020,Male,25 to 34,Crimes Against Property,Playter Estates-Danforth
2018,Female,35 to 44,Crimes Against Property,Yonge-Bay Corridor
2018,Female,18 to 24,Crimes Against the Person,Rexdale-Kipling
2020,Female,18 to 24,Other Criminal Code Violations,Weston
2015,Female,18 to 24,Criminal Code Traffic,Harbourfront-CityPlace
2014,Female,18 to 24,Crimes Against the Person,Dufferin Grove
2017,Male,25 to 34,Crimes Against the Person,Yonge-St.Clair
2018,Male,18 to 24,Crimes Against Property,Thorncliffe Park
2018,Male,35 to 44,Criminal Code Traffic,Kennedy Park
2021,Female,35 to 44,Other Criminal Code Violations,Weston-Pelham Park
2015,Male,45 to 54,Crimes Against the Person,Moss Park
2019,Male,<18,Other Criminal Code Violations,Tam O'Shanter-Sullivan
2014,Male,<18,Other Criminal Code Violations,Islington
2016,Male,45 to 54,Crimes Against the Person,Thistletown-Beaumond Heights
2017,Female,55 to 64,Crimes Against Property,Dufferin Grove
2020,Female,25 to 34,Criminal Code Traffic,Morningside Heights
2016,Male,18 to 24,Crimes Against Property,Bendale-Glen Andrew
2014,Male,18 to 24,Other Criminal Code Violations,Clairlea-Birchmount
2016,Male,25 to 34,Crimes Against Property,Agincourt South-Malvern West
2020,Female,35 to 44,Crimes Against Property,West Queen West
2022,Male,35 to 44,Crimes Against Property,Agincourt North
2014,Male,25 to 34,Crimes Against Property,Yonge-Bay Corridor
2021,Female,25 to 34,Other Criminal Code Violations,Wychwood
2022,Female,25 to 34,Crimes Against the Person,Bedford Park-Nortown
2017,Male,<18,Crimes Against the Person,Golfdale-Cedarbrae-Woburn
2017,Female,35 to 44,Crimes Against Property,Bendale South
2015,Male,65+,Crimes Against the Person,Humbermede
2014,Male,55 to 64,Crimes Against the Person,Tam O'Shanter-Sullivan
2014,Male,65+,Crimes Against Property,East End-Danforth
2014,Female,25 to 34,Controlled Drugs and Substances Act,Humber Bay Shores
2021,Male,18 to 24,Other Criminal Code Violations,Willowdale West
2021,Female,<18,Crimes Against the Person,Etobicoke City Centre
2017,Female,18 to 24,Criminal Code Traffic,Newtonbrook West
2014,Male,65+,Crimes Against Property,Regent Park
2018,Male,25 to 34,Criminal Code Traffic,St Lawrence-East Bayfront-The Islands
2014,Male,18 to 24,Crimes Against the Person,York University Heights
2021,Female,45 to 54,Crimes Against the Person,Greenwood-Coxwell
2018,Female,35 to 44,Crimes Against Property,York University Heights
2018,Female,<18,Other Criminal Code Violations,Flemingdon Park
2020,Male,35 to 44,Crimes Against the Person,Yorkdale-Glen Park
2014,Male,25 to 34,Crimes Against the Person,Highland Creek
2021,Male,45 to 54,Crimes Against the Person,South Parkdale
2014,Male,25 to 34,Crimes Against Property,Clairlea-Birchmount
2021,Male,45 to 54,Crimes Against the Person,Wychwood
2018,Female,18 to 24,Crimes Against Property,Downtown Yonge East
2020,Male,45 to 54,Crimes Against the Person,University
2018,Male,25 to 34,Crimes Against Property,Little Portugal
2017,Male,25 to 34,Criminal Code Traffic,Alderwood
2020,Female,<18,Crimes Against Property,Downtown Yonge East
2022,Male,18 to 24,Crimes Against the Person,Malvern East
2017,Male,25 to 34,Crimes Against the Person,Humbermede
2017,Female,25 to 34,Controlled Drugs and Substances Act,Cliffcrest
2020,Female,25 to 34,Crimes Against the Person,Westminster-Branson
2019,Male,45 to 54,Crimes Against Property,Annex
2018,Female,18 to 24,Crimes Against Property,Bendale-Glen Andrew
2018,Male,<18,Controlled Drugs and Substances Act,Golfdale-Cedarbrae-Woburn
2014,Male,25 to 34,Criminal Code Traffic,Etobicoke West Mall
2019,Male,25 to 34,Crimes Against the Person,North Riverdale
2018,Male,18 to 24,Other Criminal Code Violations,Annex
2017,Male,35 to 44,Crimes Against Property,Fenside-Parkwoods
2014,Female,18 to 24,Criminal Code Traffic,Roncesvalles
2022,Male,25 to 34,Crimes Against the Person,Wexford/Maryvale
2020,Male,18 to 24,Other Criminal Code Violations,Yonge-Bay Corridor
2014,Male,25 to 34,Other Criminal Code Violations,NSA
2014,Male,25 to 34,Crimes Against Property,Keelesdale-Eglinton West
2020,Female,25 to 34,Crimes Against Property,Fenside-Parkwoods
2017,Male,35 to 44,Controlled Drugs and Substances Act,Mount Olive-Silverstone-Jamestown
2015,Female,18 to 24,Crimes Against Property,Milliken
2020,Male,65+,Crimes Against the Person,Cabbagetown-South St.James Town
2016,Male,55 to 64,Crimes Against the Person,University
2014,Male,45 to 54,Controlled Drugs and Substances Act,Brookhaven-Amesbury
2016,Male,18 to 24,Crimes Against the Person,Bay-Cloverhill
2019,Male,<18,Crimes Against the Person,O'Connor-Parkview
2018,Female,65+,Crimes Against Property,Don Valley Village
2020,Female,45 to 54,Other Criminal Code Violations,Woburn North
2017,Male,25 to 34,Crimes Against Property,Woburn North
2017,Male,<18,Crimes Against the Person,Don Valley Village
2018,Male,45 to 54,Crimes Against Property,Stonegate-Queensway
2022,Female,18 to 24,Crimes Against the Person,South Eglinton-Davisville
2016,Male,<18,Other Criminal Code Violations,Yorkdale-Glen Park
2020,Male,35 to 44,Crimes Against the Person,Moss Park
2018,Male,45 to 54,Crimes Against the Person,Corso Italia-Davenport
2015,Male,18 to 24,Crimes Against the Person,New Toronto
2014,Male,35 to 44,Crimes Against the Person,Annex
2017,Male,18 to 24,Crimes Against Property,Forest Hill South
2015,Male,25 to 34,Crimes Against Property,Golfdale-Cedarbrae-Woburn
2022,Male,18 to 24,Crimes Against the Person,Rustic
2020,Male,25 to 34,Crimes Against the Person,Victoria Village
2015,Female,35 to 44,Other Criminal Code Violations,Elms-Old Rexdale
2014,Male,45 to 54,Other Criminal Code Violations,Lambton Baby Point
2022,Female,18 to 24,Crimes Against the Person,Lawrence Park North
2017,Male,<18,Other Criminal Code Violations,Kensington-Chinatown
2021,Male,25 to 34,Other Criminal Code Violations,Wychwood
2016,Male,55 to 64,Crimes Against the Person,Yorkdale-Glen Park
2018,Male,35 to 44,Crimes Against Property,Agincourt South-Malvern West
2018,Male,55 to 64,Crimes Against Property,Palmerston-Little Italy
2022,Male,45 to 54,Crimes Against the Person,Avondale
2015,Male,25 to 34,Crimes Against Property,West Rouge
2021,Male,<18,Crimes Against the Person,Black Creek
2021,Male,55 to 64,Other Criminal Code Violations,Bay-Cloverhill
2018,Male,45 to 54,Crimes Against Property,Kensington-Chinatown
2021,Male,<18,Other Criminal Code Violations,University
2017,Female,18 to 24,Controlled Drugs and Substances Act,Wychwood
2020,Male,45 to 54,Crimes Against the Person,Weston
2022,Female,25 to 34,Crimes Against Property,Scarborough Village
2019,Female,45 to 54,Crimes Against the Person,Mount Pleasant East
2017,Male,<18,Crimes Against Property,Little Portugal
2015,Male,25 to 34,Crimes Against Property,St.Andrew-Windfields
2017,Male,25 to 34,Crimes Against the Person,Malvern East
2021,Male,45 to 54,Crimes Against Property,Palmerston-Little Italy
2016,Male,25 to 34,Other Criminal Code Violations,Rosedale-Moore Park
2017,Male,45 to 54,Other Criminal Code Violations,High Park-Swansea
2018,Male,55 to 64,Crimes Against the Person,Woburn North
2022,Male,25 to 34,Crimes Against Property,Greenwood-Coxwell
2016,Female,<18,Other Criminal Code Violations,Ionview
2019,Male,55 to 64,Crimes Against Property,Wexford/Maryvale
2017,Male,35 to 44,Crimes Against Property,Forest Hill North
2018,Female,35 to 44,Crimes Against the Person,Danforth
2020,Male,45 to 54,Crimes Against Property,East Willowdale
2018,Male,45 to 54,Crimes Against the Person,Highland Creek
2016,Female,35 to 44,Crimes Against the Person,Rockcliffe-Smythe
2016,Male,55 to 64,Crimes Against the Person,Rustic
2019,Male,25 to 34,Crimes Against the Person,York University Heights
2017,Male,45 to 54,Crimes Against Property,Weston
2014,Male,35 to 44,Crimes Against Property,Lambton Baby Point
2015,Male,45 to 54,Other Criminal Code Violations,Trinity-Bellwoods
2015,Female,25 to 34,Crimes Against the Person,Dufferin Grove
2019,Female,25 to 34,Other Criminal Code Violations,Roncesvalles
2016,Female,25 to 34,Crimes Against Property,Annex
2016,Male,<18,Crimes Against the Person,Bayview Village
2015,Male,18 to 24,Crimes Against Property,New Toronto
2018,Male,45 to 54,Crimes Against Property,Wychwood
2014,Male,45 to 54,Crimes Against Property,Caledonia-Fairbank
2015,Male,18 to 24,Other Criminal Code Violations,Woodbine-Lumsden
2022,Male,18 to 24,Other Criminal Code Violations,Flemingdon Park
2021,Male,35 to 44,Other Criminal Code Violations,Clanton Park
2016,Male,25 to 34,Crimes Against Property,Junction-Wallace Emerson
2018,Female,35 to 44,Crimes Against Property,Cliffcrest
2016,Male,18 to 24,Crimes Against Property,L'Amoreaux West
2020,Female,25 to 34,Crimes Against the Person,York University Heights
2015,Female,18 to 24,Controlled Drugs and Substances Act,Wellington Place
2015,Female,18 to 24,Crimes Against Property,Ionview
2015,Male,55 to 64,Crimes Against Property,Etobicoke City Centre
2022,Female,35 to 44,Crimes Against the Person,Moss Park
2022,Female,18 to 24,Crimes Against Property,Wellington Place
2018,Male,55 to 64,Criminal Code Traffic,Harbourfront-CityPlace
2016,Male,35 to 44,Other Criminal Code Violations,Highland Creek
2021,Male,25 to 34,Criminal Code Traffic,Oakwood Village
2019,Female,25 to 34,Crimes Against Property,Islington
2014,Male,18 to 24,Other Criminal Code Violations,Cabbagetown-South St.James Town
2018,Male,35 to 44,Crimes Against the Person,Yonge-Bay Corridor
2014,Female,18 to 24,Controlled Drugs and Substances Act,St Lawrence-East Bayfront-The Islands
2016,Male,<18,Crimes Against the Person,Yorkdale-Glen Park
2014,Male,45 to 54,Crimes Against Property,Clanton Park
2018,Male,18 to 24,Other Criminal Code Violations,Don Valley Village
2018,Male,18 to 24,Crimes Against the Person,Kennedy Park
2022,Male,18 to 24,Crimes Against the Person,Rockcliffe-Smythe
2018,Female,35 to 44,Crimes Against the Person,High Park-Swansea
2018,Male,18 to 24,Criminal Code Traffic,Briar Hill-Belgravia
2015,Male,25 to 34,Crimes Against the Person,Runnymede-Bloor West Village
2016,Male,55 to 64,Criminal Code Traffic,Newtonbrook East
2020,Male,35 to 44,Controlled Drugs and Substances Act,Wellington Place
2022,Male,25 to 34,Crimes Against Property,Dovercourt Village
2015,Male,<18,Controlled Drugs and Substances Act,St Lawrence-East Bayfront-The Islands
2015,Male,18 to 24,Controlled Drugs and Substances Act,Cliffcrest
2016,Male,<18,Crimes Against the Person,South Eglinton-Davisville
2022,Male,35 to 44,Crimes Against the Person,North Toronto
