arrest_year,sex,age_cohort,category,neighbourhood
2015,Male,18 to 24,Crimes Against Property,Mimico-Queensway
2022,Male,35 to 44,Crimes Against Property,Fort York-Liberty Village
2015,Male,35 to 44,Crimes Against the Person,Little Portugal
2015,Male,35 to 44,Crimes Against Property,Kensington-Chinatown
2015,Male,18 to 24,Other Criminal Code Violations,Bendale-Glen Andrew
2022,Male,45 to 54,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2018,Male,55 to 64,Crimes Against the Person,Cabbagetown-South St.James Town
2016,Female,25 to 34,Crimes Against Property,Mimico-Queensway
2016,Male,35 to 44,Other Criminal Code Violations,Church-Wellesley
2015,Male,45 to 54,Other Criminal Code Violations,Princess-Rosethorn
2017,Male,<18,Crimes Against Property,Black Creek
2015,Female,25 to 34,Other Criminal Code Violations,Playter Estates-Danforth
2018,Male,55 to 64,Other Criminal Code Violations,Palmerston-Little Italy
2014,Female,18 to 24,Other Criminal Code Violations,Church-Wellesley
2021,Male,55 to 64,Crimes Against the Person,Mount Pleasant East
2017,Female,45 to 54,Crimes Against Property,Humber Summit
2015,Male,45 to 54,Other Criminal Code Violations,Bedford Park-Nortown
2016,Female,18 to 24,Other Criminal Code Violations,York University Heights
2017,Male,45 to 54,Crimes Against the Person,Greenwood-Coxwell
2021,Male,18 to 24,Crimes Against Property,Downtown Yonge East
2022,Female,55 to 64,Crimes Against Property,Dufferin Grove
2017,Male,35 to 44,Controlled Drugs and Substances Act,Kensington-Chinatown
2020,Male,35 to 44,Crimes Against Property,Harbourfront-CityPlace
2021,Female,35 to 44,Other Criminal Code Violations,Kensington-Chinatown
2014,Male,35 to 44,Criminal Code Traffic,NSA
2016,Male,65+,Crimes Against the Person,East End-Danforth
2014,Female,<18,Crimes Against the Person,Princess-Rosethorn
2014,Male,65+,Crimes Against Property,Agincourt South-Malvern West
2018,Male,35 to 44,Crimes Against the Person,Glenfield-Jane Heights
2022,Male,18 to 24,Other Criminal Code Violations,Rockcliffe-Smythe
2014,Male,55 to 64,Criminal Code Traffic,Mimico-Queensway
2022,Male,35 to 44,Other Criminal Code Violations,Old East York
2016,Female,18 to 24,Crimes Against the Person,Weston-Pelham Park
2019,Male,45 to 54,Other Criminal Code Violations,Morningside
2019,Male,18 to 24,Other Criminal Code Violations,Fenside-Parkwoods
2015,Female,25 to 34,Criminal Code Traffic,Scarborough Village
2018,Male,25 to 34,Crimes Against Property,Malvern East
2022,Male,55 to 64,Other Criminal Code Violations,Downtown Yonge East
2015,Female,45 to 54,Crimes Against Property,West Queen West
2020,Male,<18,Crimes Against Property,North Riverdale
2015,Male,25 to 34,Other Criminal Code Violations,NSA
2022,Male,35 to 44,Other Criminal Code Violations,Kensington-Chinatown
2020,Male,65+,Other Criminal Code Violations,Kensington-Chinatown
2016,Male,<18,Other Criminal Code Violations,Brookhaven-Amesbury
2015,Female,25 to 34,Crimes Against Property,Kensington-Chinatown
2016,Male,18 to 24,Crimes Against the Person,New Toronto
2014,Male,18 to 24,Crimes Against Property,Bendale-Glen Andrew
2020,Female,55 to 64,Crimes Against Property,Woburn North
2015,Male,45 to 54,Crimes Against the Person,Bayview Village
2019,Female,25 to 34,Crimes Against Property,Kingsview Village-The Westway
2016,Female,18 to 24,Crimes Against the Person,Don Valley Village
2022,Male,<18,Crimes Against Property,Etobicoke City Centre
2018,Male,25 to 34,Crimes Against the Person,Thorncliffe Park
2017,Male,<18,Crimes Against the Person,High Park-Swansea
2022,Male,25 to 34,Crimes Against the Person,Dorset Park
2019,Female,25 to 34,Controlled Drugs and Substances Act,Don Valley Village
2022,Male,35 to 44,Other Criminal Code Violations,Alderwood
2021,Male,35 to 44,Crimes Against Property,Rockcliffe-Smythe
2020,Male,45 to 54,Crimes Against the Person,Mount Dennis
2017,Female,18 to 24,Crimes Against Property,Highland Creek
2018,Male,18 to 24,Crimes Against Property,Dorset Park
2015,Male,18 to 24,Crimes Against the Person,Etobicoke City Centre
2019,Male,<18,Crimes Against Property,Hillcrest Village
2014,Male,25 to 34,Crimes Against the Person,Humewood-Cedarvale
2018,Male,18 to 24,Crimes Against Property,East L'Amoreaux
2015,Female,35 to 44,Crimes Against Property,High Park-Swansea
2019,Female,<18,Crimes Against the Person,North St.James Town
2015,Male,45 to 54,Crimes Against Property,Bay-Cloverhill
2022,Male,<18,Crimes Against the Person,Trinity-Bellwoods
2016,Male,25 to 34,Criminal Code Traffic,West Rouge
2015,Male,25 to 34,Crimes Against the Person,Victoria Village
2015,Male,45 to 54,Crimes Against the Person,O'Connor-Parkview
2020,Female,65+,Crimes Against the Person,South Parkdale
2020,Male,25 to 34,Criminal Code Traffic,Morningside Heights
2014,Female,25 to 34,Other Criminal Code Violations,Victoria Village
2021,Female,55 to 64,Other Criminal Code Violations,Keelesdale-Eglinton West
2016,Male,45 to 54,Crimes Against the Person,South Parkdale
2014,Male,18 to 24,Crimes Against the Person,Moss Park
2015,Male,18 to 24,Crimes Against the Person,South Eglinton-Davisville
2016,Male,35 to 44,Crimes Against the Person,Yorkdale-Glen Park
2017,Male,45 to 54,Criminal Code Traffic,Morningside Heights
2021,Male,65+,Crimes Against the Person,Victoria Village
2022,Male,45 to 54,Crimes Against Property,St Lawrence-East Bayfront-The Islands
2020,Male,18 to 24,Crimes Against the Person,Henry Farm
2020,Male,35 to 44,Crimes Against Property,Ionview
2017,Male,<18,Other Criminal Code Violations,Weston
2016,Male,45 to 54,Criminal Code Traffic,Oakridge
2015,Male,18 to 24,Crimes Against the Person,Stonegate-Queensway
2014,Male,65+,Crimes Against Property,Annex
2016,Male,18 to 24,Other Criminal Code Violations,Alderwood
2022,Male,55 to 64,Crimes Against the Person,Runnymede-Bloor West Village
2014,Male,45 to 54,Crimes Against Property,Junction Area
2015,Male,25 to 34,Crimes Against Property,Wellington Place
2019,Male,35 to 44,Other Criminal Code Violations,Dufferin Grove
2017,Male,35 to 44,Other Criminal Code Violations,Moss Park
2021,Male,18 to 24,Crimes Against the Person,Blake-Jones
2018,Male,35 to 44,Controlled Drugs and Substances Act,Yonge-Bay Corridor
2022,Female,45 to 54,Crimes Against Property,Yonge-Bay Corridor
2022,Male,45 to 54,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2017,Male,65+,Crimes Against the Person,Playter Estates-Danforth
2022,Male,55 to 64,Crimes Against the Person,Golfdale-Cedarbrae-Woburn
2022,Male,45 to 54,Crimes Against Property,Church-Wellesley
2020,Male,25 to 34,Crimes Against Property,Mount Dennis
2019,Female,<18,Other Criminal Code Violations,Englemount-Lawrence
2021,Male,25 to 34,Crimes Against Property,South Eglinton-Davisville
2019,Male,<18,Other Criminal Code Violations,Humber Summit
2016,Female,35 to 44,Criminal Code Traffic,West Rouge
2016,Male,18 to 24,Crimes Against the Person,West Humber-Clairville
2018,Female,35 to 44,Crimes Against Property,Mimico-Queensway
2016,Male,35 to 44,Other Criminal Code Violations,Dorset Park
2018,Female,<18,Crimes Against the Person,Pelmo Park-Humberlea
2014,Male,45 to 54,Crimes Against Property,NSA
2019,Female,25 to 34,Crimes Against the Person,Runnymede-Bloor West Village
2022,Male,35 to 44,Other Criminal Code Violations,Bedford Park-Nortown
2014,Male,45 to 54,Criminal Code Traffic,East L'Amoreaux
2017,Male,55 to 64,Crimes Against Property,Trinity-Bellwoods
2014,Male,35 to 44,Crimes Against Property,East End-Danforth
2016,Male,18 to 24,Other Criminal Code Violations,Mimico-Queensway
2022,Female,25 to 34,Crimes Against the Person,South Riverdale
2020,Female,45 to 54,Crimes Against Property,Church-Wellesley
2020,Female,25 to 34,Other Criminal Code Violations,South Parkdale
2022,Male,45 to 54,Crimes Against Property,Broadview North
2017,Male,35 to 44,Crimes Against the Person,Junction Area
2021,Female,<18,Crimes Against Property,Kensington-Chinatown
2017,Male,25 to 34,Controlled Drugs and Substances Act,NSA
2014,Male,18 to 24,Crimes Against the Person,NSA
2021,Female,18 to 24,Crimes Against Property,Taylor-Massey
2017,Male,<18,Crimes Against the Person,Scarborough Village
2022,Male,45 to 54,Crimes Against the Person,Harbourfront-CityPlace
2022,Female,45 to 54,Other Criminal Code Violations,Playter Estates-Danforth
2017,Male,<18,Crimes Against the Person,Oakridge
2019,Male,35 to 44,Other Criminal Code Violations,Tam O'Shanter-Sullivan
2019,Male,<18,Crimes Against the Person,Kennedy Park
2017,Female,45 to 54,Crimes Against the Person,Oakridge
2020,Male,65+,Other Criminal Code Violations,Mount Pleasant East
2018,Male,25 to 34,Crimes Against the Person,Church-Wellesley
2014,Male,25 to 34,Crimes Against Property,Mimico-Queensway
2016,Male,18 to 24,Crimes Against Property,Humber Bay Shores
2020,Male,55 to 64,Crimes Against Property,South Parkdale
2020,Male,18 to 24,Crimes Against Property,Malvern East
2021,Male,35 to 44,Other Criminal Code Violations,Weston-Pelham Park
2019,Male,25 to 34,Crimes Against Property,Oakridge
2017,Male,65+,Other Criminal Code Violations,High Park-Swansea
2020,Male,35 to 44,Crimes Against the Person,Bendale South
2021,Male,25 to 34,Crimes Against Property,York University Heights
2017,Male,35 to 44,Crimes Against Property,Humewood-Cedarvale
2019,Male,18 to 24,Crimes Against Property,University
2014,Male,25 to 34,Crimes Against the Person,South Riverdale
2016,Male,45 to 54,Crimes Against Property,Banbury-Don Mills
2014,Male,25 to 34,Crimes Against Property,South Parkdale
2017,Male,45 to 54,Crimes Against the Person,Oakdale-Beverley Heights
2016,Female,18 to 24,Crimes Against Property,Yonge-Bay Corridor
2015,Male,25 to 34,Other Criminal Code Violations,Cabbagetown-South St.James Town
2015,Male,35 to 44,Crimes Against the Person,Moss Park
2019,Male,18 to 24,Crimes Against the Person,Cliffcrest
2015,Male,55 to 64,Crimes Against the Person,Forest Hill North
2022,Male,55 to 64,Other Criminal Code Violations,Wexford/Maryvale
2020,Male,45 to 54,Crimes Against the Person,Cliffcrest
2015,Female,25 to 34,Crimes Against Property,Regent Park
2014,Male,<18,Crimes Against the Person,Humber Summit
2019,Female,25 to 34,Crimes Against the Person,Cliffcrest
2018,Male,35 to 44,Controlled Drugs and Substances Act,Annex
2020,Male,<18,Other Criminal Code Violations,Brookhaven-Amesbury
2022,Female,18 to 24,Other Criminal Code Violations,Trinity-Bellwoods
2017,Female,25 to 34,Other Criminal Code Violations,NSA
2022,Male,45 to 54,Controlled Drugs and Substances Act,South Parkdale
2014,Female,35 to 44,Criminal Code Traffic,St Lawrence-East Bayfront-The Islands
2018,Male,45 to 54,Crimes Against the Person,West Humber-Clairville
2021,Male,45 to 54,Crimes Against the Person,Downsview
2015,Male,35 to 44,Crimes Against Property,West Humber-Clairville
2018,Female,25 to 34,Other Criminal Code Violations,Elms-Old Rexdale
2022,Male,55 to 64,Crimes Against Property,Rockcliffe-Smythe
2014,Male,45 to 54,Crimes Against Property,Rockcliffe-Smythe
2022,Female,35 to 44,Other Criminal Code Violations,NSA
2017,Female,45 to 54,Crimes Against the Person,South Parkdale
2015,Male,18 to 24,Criminal Code Traffic,South Riverdale
2014,Male,35 to 44,Crimes Against the Person,Lawrence Park North
2016,Male,<18,Crimes Against Property,Bendale South
2018,Male,25 to 34,Controlled Drugs and Substances Act,Long Branch
2015,Male,25 to 34,Crimes Against the Person,High Park North
2016,Male,18 to 24,Crimes Against Property,Oakwood Village
2022,Male,<18,Other Criminal Code Violations,Glenfield-Jane Heights
2015,Female,35 to 44,Crimes Against Property,St Lawrence-East Bayfront-The Islands
2017,Male,45 to 54,Crimes Against the Person,Flemingdon Park
2021,Female,25 to 34,Crimes Against the Person,O'Connor-Parkview
2020,Male,18 to 24,Controlled Drugs and Substances Act,Weston
2016,Male,35 to 44,Controlled Drugs and Substances Act,High Park-Swansea
2017,Female,45 to 54,Other Criminal Code Violations,St Lawrence-East Bayfront-The Islands
2017,Male,35 to 44,Other Criminal Code Violations,Agincourt North
2015,Female,25 to 34,Crimes Against Property,Rockcliffe-Smythe
2015,Female,45 to 54,Crimes Against Property,Black Creek
2021,Female,45 to 54,Crimes Against Property,Ionview
2021,Male,45 to 54,Crimes Against Property,Greenwood-Coxwell
2015,Female,35 to 44,Crimes Against the Person,Yonge-Doris
2019,Female,55 to 64,Crimes Against Property,Dovercourt Village
2021,Female,25 to 34,Controlled Drugs and Substances Act,University
2018,Male,25 to 34,Crimes Against the Person,St.Andrew-Windfields
2017,Male,45 to 54,Crimes Against the Person,Fenside-Parkwoods
2020,Male,35 to 44,Crimes Against the Person,Woodbine Corridor
2015,Male,25 to 34,Other Criminal Code Violations,Harbourfront-CityPlace
2020,Male,45 to 54,Other Criminal Code Violations,Wellington Place
2021,Female,45 to 54,Crimes Against the Person,Flemingdon Park
2020,Female,25 to 34,Crimes Against the Person,Agincourt North
2018,Female,25 to 34,Crimes Against Property,Ionview
2022,Female,25 to 34,Other Criminal Code Violations,Bendale-Glen Andrew
2017,Male,35 to 44,Crimes Against the Person,Taylor-Massey
2019,Male,25 to 34,Crimes Against Property,Kennedy Park
2015,Male,35 to 44,Crimes Against the Person,Humewood-Cedarvale
2021,Female,25 to 34,Other Criminal Code Violations,Newtonbrook East
2018,Male,25 to 34,Controlled Drugs and Substances Act,Weston-Pelham Park
2014,Female,<18,Crimes Against Property,Yorkdale-Glen Park
2015,Female,18 to 24,Other Criminal Code Violations,Elms-Old Rexdale
2021,Male,18 to 24,Other Criminal Code Violations,Harbourfront-CityPlace
2015,Male,35 to 44,Crimes Against Property,Rockcliffe-Smythe
2021,Male,<18,Other Criminal Code Violations,Annex
2020,Male,35 to 44,Crimes Against Property,Milliken
2022,Female,25 to 34,Controlled Drugs and Substances Act,Mimico-Queensway
2019,Male,25 to 34,Crimes Against Property,South Parkdale
2016,Male,18 to 24,Crimes Against Property,Junction Area
2022,Male,25 to 34,Crimes Against Property,NSA
2019,Female,55 to 64,Controlled Drugs and Substances Act,NSA
2020,Female,35 to 44,Controlled Drugs and Substances Act,Weston
2017,Male,45 to 54,Crimes Against the Person,Broadview North
2015,Male,35 to 44,Crimes Against Property,Bathurst Manor
2015,Male,45 to 54,Controlled Drugs and Substances Act,Oakwood Village
2014,Male,65+,Crimes Against the Person,Stonegate-Queensway
2017,Female,18 to 24,Other Criminal Code Violations,North Toronto
2017,Male,45 to 54,Other Criminal Code Violations,Blake-Jones
2022,Female,18 to 24,Crimes Against Property,West Humber-Clairville
2021,Female,55 to 64,Crimes Against the Person,Danforth East York
2014,Male,45 to 54,Crimes Against the Person,Westminster-Branson
2018,Female,25 to 34,Other Criminal Code Violations,Playter Estates-Danforth
2022,Male,25 to 34,Controlled Drugs and Substances Act,Willowridge-Martingrove-Richview
2020,Female,35 to 44,Crimes Against Property,NSA
2016,Male,45 to 54,Crimes Against Property,Wychwood
2016,Male,18 to 24,Other Criminal Code Violations,Rexdale-Kipling
2018,Male,25 to 34,Other Criminal Code Violations,Dufferin Grove
2021,Male,25 to 34,Controlled Drugs and Substances Act,Guildwood
2021,Male,18 to 24,Crimes Against the Person,Fort York-Liberty Village
2014,Male,18 to 24,Other Criminal Code Violations,Golfdale-Cedarbrae-Woburn
2017,Male,18 to 24,Other Criminal Code Violations,Pelmo Park-Humberlea
2019,Male,45 to 54,Crimes Against the Person,Milliken
2017,Male,25 to 34,Other Criminal Code Violations,West Rouge
2016,Male,25 to 34,Crimes Against Property,Yonge-Eglinton
2014,Female,55 to 64,Other Criminal Code Violations,Blake-Jones
2018,Male,65+,Crimes Against the Person,Malvern East
2019,Female,65+,Crimes Against Property,Bay-Cloverhill
2020,Male,55 to 64,Criminal Code Traffic,Pelmo Park-Humberlea
2019,Male,25 to 34,Criminal Code Traffic,Oakwood Village
2019,Male,25 to 34,Controlled Drugs and Substances Act,Glenfield-Jane Heights
2014,Male,18 to 24,Criminal Code Traffic,NSA
2017,Male,55 to 64,Other Criminal Code Violations,North Riverdale
2018,Female,55 to 64,Crimes Against Property,Islington
2022,Male,35 to 44,Crimes Against the Person,Roncesvalles
2014,Female,35 to 44,Crimes Against Property,Wellington Place
2016,Male,<18,Crimes Against the Person,Clairlea-Birchmount
2019,Male,18 to 24,Other Criminal Code Violations,West Humber-Clairville
2016,Male,<18,Crimes Against the Person,Palmerston-Little Italy
2016,Male,18 to 24,Crimes Against the Person,Weston
2017,Female,45 to 54,Other Criminal Code Violations,Forest Hill South
2017,Male,65+,Crimes Against Property,Humber Summit
2017,Female,45 to 54,Controlled Drugs and Substances Act,St Lawrence-East Bayfront-The Islands
2016,Male,35 to 44,Other Criminal Code Violations,Kingsview Village-The Westway
2015,Male,25 to 34,Crimes Against the Person,Yorkdale-Glen Park
2016,Male,18 to 24,Crimes Against the Person,Rockcliffe-Smythe
2018,Female,35 to 44,Controlled Drugs and Substances Act,Taylor-Massey
2017,Female,35 to 44,Criminal Code Traffic,Mount Dennis
2015,Male,45 to 54,Crimes Against Property,Banbury-Don Mills
2019,Male,18 to 24,Crimes Against the Person,Bay-Cloverhill
